Time,T1_t1,T2_t1,T3_t1,T4_t1,T1_t2,T2_t2,T3_t2,T4_t2,T1_t3,T2_t3,T3_t3,T4_t3
132.5,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
132.75,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
133,0.30,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.26,0.24
133.25,0.30,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
133.5,0.30,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.26,0.24
133.75,0.30,0.34,0.27,0.35,0.33,0.40,0.25,0.26,0.20,0.26,0.26,0.24
134,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.26,0.26,0.24
134.25,0.30,0.34,0.27,0.35,0.33,0.30,0.15,0.16,0.20,0.16,0.26,0.14
134.5,0.30,0.44,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
134.75,0.30,0.44,0.37,0.35,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
135,0.40,0.34,0.27,0.35,0.33,0.40,0.25,0.26,0.20,0.16,0.26,0.24
135.25,0.40,0.44,0.27,0.35,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.24
135.5,0.40,0.44,0.37,0.25,0.23,0.30,0.25,0.26,0.20,0.26,0.26,0.14
135.75,0.40,0.44,0.37,0.35,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
136,0.40,0.44,0.27,0.35,0.23,0.30,0.15,0.26,0.20,0.16,0.26,0.14
136.25,0.40,0.44,0.37,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
136.5,0.40,0.44,0.27,0.35,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
136.75,0.40,0.44,0.27,0.35,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
137,0.40,0.34,0.27,0.35,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
137.25,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
137.5,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
137.75,0.40,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.20,0.16,0.26,0.14
138,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
138.25,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
138.5,0.40,0.44,0.27,0.35,0.33,0.30,0.15,0.26,0.20,0.16,0.26,0.14
138.75,0.40,0.44,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
139,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
139.25,0.40,0.44,0.27,0.35,0.23,0.30,0.25,0.26,0.30,0.16,0.26,0.14
139.5,0.50,0.34,0.27,0.35,0.23,0.30,0.25,0.26,0.20,0.16,0.26,0.14
139.75,0.40,0.44,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.26,0.14
140,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.26,0.30,0.16,0.16,0.14
140.25,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
140.5,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
140.75,0.20,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.30,0.16,0.16,0.04
141,0.20,0.34,0.27,0.25,0.33,0.30,0.25,0.26,0.30,0.16,0.26,0.14
141.25,0.40,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.30,0.26,0.16,0.14
141.5,0.20,0.34,0.27,0.15,0.23,0.30,0.25,0.26,0.20,0.16,0.26,0.14
141.75,0.20,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.16,0.14
142,0.40,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.30,0.16,0.26,0.14
142.25,0.40,0.34,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.26,0.14
142.5,0.20,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.30,0.16,0.26,0.14
142.75,0.20,0.34,0.17,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.26,0.14
143,0.20,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.26,0.26,0.14
143.25,0.20,0.34,0.27,0.25,0.33,0.20,0.25,0.26,0.20,0.26,0.16,0.04
143.5,0.20,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.26,0.16,0.04
143.75,0.40,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.26,0.14
144,0.20,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.16,0.14
144.25,0.20,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.16,0.04
144.5,0.20,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.16,0.14
144.75,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.26,0.16,0.14
145,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.20,0.16,0.26,0.14
145.25,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.16,0.20,0.16,0.16,0.14
145.5,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.20,0.26,0.16,0.14
145.75,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.16,0.14
146,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.30,0.26,0.16,0.14
146.25,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.30,0.16,0.16,0.14
146.5,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.26,0.14
146.75,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.26,0.16,0.14
147,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.26,0.16,0.14
147.25,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.20,0.16,0.16,0.14
147.5,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.26,0.16,0.14
147.75,0.40,0.44,0.27,0.35,0.23,0.30,0.25,0.16,0.20,0.16,0.16,0.14
148,0.30,0.44,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.26,0.16,0.14
148.25,0.20,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.16,0.14
148.5,0.30,0.44,0.27,0.25,0.23,0.30,0.25,0.16,0.20,0.16,0.16,0.14
148.75,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.20,0.26,0.16,0.14
149,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.20,0.16,0.16,0.14
149.25,0.30,0.44,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.16,0.14
149.5,0.30,0.44,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
149.75,0.30,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.26,0.16,0.14
150,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
150.25,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.20,0.16,0.16,0.14
150.5,0.30,0.34,0.27,0.25,0.33,0.30,0.15,0.16,0.20,0.26,0.16,0.14
150.75,0.30,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.26,0.16,0.14
151,0.30,0.44,0.27,0.35,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
151.25,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.20,0.16,0.16,0.14
151.5,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
151.75,0.30,0.34,0.27,0.25,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
152,0.30,0.44,0.27,0.25,0.23,0.30,0.25,0.26,0.10,0.16,0.16,0.14
152.25,0.30,0.44,0.27,0.25,0.33,0.30,0.15,0.16,0.20,0.16,0.16,0.14
152.5,0.30,0.34,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.06,0.14
152.75,0.30,0.44,0.27,0.35,0.33,0.30,0.25,0.16,0.20,0.16,0.16,0.14
153,0.30,0.34,0.27,0.35,0.33,0.30,0.15,0.16,0.20,0.16,0.16,0.14
153.25,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
153.5,0.30,0.34,0.27,0.25,0.33,0.30,0.15,0.16,0.20,0.16,0.16,0.14
153.75,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.20,0.16,0.16,0.14
154,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
154.25,0.30,0.34,0.27,0.25,0.33,0.30,0.15,0.16,0.20,0.16,0.16,0.14
154.5,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.14
154.75,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.24
155,0.30,0.34,0.27,0.15,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
155.25,0.30,0.34,0.17,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
155.5,0.30,0.34,0.17,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
155.75,0.30,0.34,0.17,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.06,0.14
156,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.24
156.25,0.30,0.34,0.17,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
156.5,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.24
156.75,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.24
157,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
157.25,0.20,0.34,0.27,0.25,0.33,0.30,0.15,0.16,0.20,0.16,0.16,0.14
157.5,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.14
157.75,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.10,0.16,0.16,0.14
158,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
158.25,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.14
158.5,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
158.75,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
159,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.14
159.25,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
159.5,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.16,0.16,0.14
159.75,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.20,0.06,0.16,0.14
160,0.30,0.34,0.27,0.35,0.23,0.20,0.15,0.16,0.10,0.06,0.16,0.14
160.25,0.30,0.34,0.27,0.35,0.23,0.20,0.15,0.26,0.10,0.16,0.16,0.14
160.5,0.30,0.44,0.27,0.25,0.23,0.30,0.15,0.26,0.10,0.16,0.16,0.14
160.75,0.30,0.44,0.27,0.35,0.23,0.20,0.25,0.26,0.10,0.16,0.16,0.14
161,0.30,0.44,0.27,0.35,0.23,0.30,0.25,0.16,0.20,0.16,0.16,0.14
161.25,0.30,0.44,0.37,0.35,0.23,0.20,0.25,0.26,0.20,0.16,0.16,0.24
161.5,0.30,0.44,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.06,0.16,0.14
161.75,0.30,0.44,0.27,0.35,0.23,0.20,0.25,0.26,0.20,0.16,0.16,0.14
162,0.30,0.44,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.06,0.16,0.14
162.25,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.06,0.16,0.14
162.5,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.16,0.20,0.06,0.16,0.14
162.75,0.30,0.44,0.27,0.25,0.23,0.20,0.25,0.16,0.20,0.16,0.16,0.14
163,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.16,0.20,0.16,0.16,0.14
163.25,0.30,0.44,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.06,0.16,0.14
163.5,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.20,0.06,0.16,0.14
163.75,0.30,0.34,0.27,0.25,0.13,0.20,0.25,0.16,0.20,0.16,0.16,0.14
164,0.20,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.06,0.16,0.04
164.25,0.30,0.34,0.17,0.15,0.23,0.20,0.15,0.26,0.20,0.06,0.16,0.14
164.5,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.16,0.20,0.16,0.16,0.14
164.75,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.16,0.14
165,0.30,0.34,0.17,0.25,0.23,0.30,0.25,0.16,0.20,0.06,0.16,0.14
165.25,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.06,0.16,0.14
165.5,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.16,0.14
165.75,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.16,0.14
166,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.16,0.14
166.25,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.16,0.14
166.5,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.26,0.14
166.75,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.16,0.20,0.16,0.26,0.14
167,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.16,0.20,0.16,0.26,0.14
167.25,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.20,0.16,0.26,0.14
167.5,0.30,0.34,0.17,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.26,0.14
167.75,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.26,0.14
168,0.30,0.34,0.17,0.25,0.23,0.30,0.25,0.16,0.20,0.16,0.16,0.14
168.25,0.30,0.34,0.17,0.15,0.23,0.30,0.15,0.16,0.20,0.16,0.26,0.14
168.5,0.30,0.34,0.17,0.15,0.23,0.30,0.15,0.16,0.20,0.16,0.26,0.04
168.75,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.20,0.16,0.16,0.14
169,0.20,0.34,0.17,0.25,0.23,0.30,0.25,0.16,0.20,0.16,0.16,0.14
169.25,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.04
169.5,0.20,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.20,0.16,0.16,0.04
169.75,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.16,0.04
170,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
170.25,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
170.5,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.26,0.04
170.75,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.16,0.14
171,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
171.25,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
171.5,0.20,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.20,0.16,0.16,0.04
171.75,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
172,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
172.25,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
172.5,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.16,0.20,0.16,0.16,0.14
172.75,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
173,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
173.25,0.20,0.44,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
173.5,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.04
173.75,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
174,0.20,0.44,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.16,0.14
174.25,0.30,0.44,0.27,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.16,0.14
174.5,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.20,0.16,0.16,0.14
174.75,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
175,0.30,0.34,0.27,0.25,0.33,0.30,0.15,0.26,0.20,0.16,0.16,0.14
175.25,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.14
175.5,0.30,0.44,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.04
175.75,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
176,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.20,0.16,0.16,0.14
176.25,0.30,0.44,0.27,0.35,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.14
176.5,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.14
176.75,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.10,0.16,0.16,0.04
177,0.30,0.44,0.27,0.25,0.33,0.20,0.15,0.16,0.20,0.16,0.16,0.04
177.25,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
177.5,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.16,0.14
177.75,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.20,0.16,0.16,0.14
178,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.20,0.16,0.16,0.14
178.25,0.30,0.44,0.27,0.25,0.23,0.30,0.25,0.26,0.10,0.16,0.16,0.14
178.5,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.20,0.16,0.16,0.04
178.75,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.14
179,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.20,0.06,0.16,0.14
179.25,0.30,0.34,0.27,0.15,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.14
179.5,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.14
179.75,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.10,0.16,0.16,0.14
180,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.14
180.25,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.06,0.14
180.5,0.30,0.34,0.17,0.25,0.33,0.30,0.25,0.26,0.20,0.16,0.16,0.14
180.75,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
181,0.20,0.24,0.17,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.06,0.14
181.25,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.16,0.20,0.16,0.16,0.14
181.5,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.16,0.20,0.16,0.16,0.14
181.75,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.16,0.16,0.14
182,0.20,0.34,0.17,0.15,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.14
182.25,0.20,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.06,0.14
182.5,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.20,0.16,0.06,0.14
182.75,0.30,0.34,0.17,0.15,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
183,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
183.25,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.06,0.14
183.5,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.14
183.75,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.14
184,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.16,0.06,0.14
184.25,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
184.5,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.14
184.75,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.10,0.16,0.06,0.14
185,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.10,0.16,0.16,0.14
185.25,0.20,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.16,0.14
185.5,0.20,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.06,0.14
185.75,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.10,0.16,0.06,0.14
186,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.10,0.16,0.06,0.04
186.25,0.20,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.10,0.06,0.06,0.14
186.5,0.30,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.06,0.14
186.75,0.20,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.10,0.16,0.16,0.14
187,0.20,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.06,0.06,0.14
187.25,0.30,0.44,0.27,0.25,0.23,0.20,0.25,0.26,0.10,0.16,0.16,0.14
187.5,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.06,0.14
187.75,0.30,0.44,0.27,0.25,0.23,0.20,0.25,0.26,0.10,0.06,0.06,0.14
188,0.20,0.44,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.16,0.16,0.14
188.25,0.30,0.44,0.27,0.25,0.23,0.20,0.25,0.26,0.10,0.16,0.16,0.14
188.5,0.20,0.34,0.27,0.35,0.23,0.20,0.25,0.26,0.10,0.16,0.06,0.14
188.75,0.20,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.10,0.06,0.06,0.14
189,0.20,0.34,0.17,0.25,0.23,0.20,0.25,0.26,0.10,0.16,0.06,0.14
189.25,0.20,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.10,0.06,0.06,0.14
189.5,0.20,0.34,0.27,0.25,0.23,0.20,0.25,0.26,0.20,0.06,0.06,0.14
189.75,0.30,0.34,0.17,0.25,0.23,0.20,0.25,0.26,0.10,0.06,0.06,0.14
190,0.30,0.24,0.17,0.25,0.23,0.20,0.25,0.26,0.10,0.06,0.06,0.14
190.25,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.14
190.5,0.30,0.34,0.17,0.25,0.23,0.20,0.25,0.26,0.20,0.06,0.16,0.14
190.75,0.30,0.34,0.17,0.25,0.23,0.20,0.25,0.36,0.10,0.16,0.16,0.14
191,0.30,0.34,0.17,0.25,0.23,0.20,0.25,0.26,0.10,0.06,0.16,0.14
191.25,0.30,0.34,0.17,0.25,0.23,0.20,0.25,0.26,0.20,0.06,0.16,0.14
191.5,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.14
191.75,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.10,0.06,0.16,0.14
192,0.30,0.34,0.17,0.25,0.23,0.30,0.15,0.26,0.10,0.16,0.16,0.14
192.25,0.30,0.44,0.27,0.25,0.23,0.30,0.15,0.26,0.10,0.06,0.16,0.14
192.5,0.30,0.34,0.17,0.25,0.23,0.30,0.15,0.26,0.10,0.06,0.16,0.14
192.75,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.36,0.10,0.16,0.16,0.14
193,0.30,0.34,0.17,0.25,0.23,0.30,0.25,0.26,0.10,0.06,0.16,0.14
193.25,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.10,0.06,0.16,0.14
193.5,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.10,0.06,0.16,0.14
193.75,0.30,0.44,0.27,0.25,0.23,0.30,0.25,0.26,0.10,0.06,0.16,0.14
194,0.30,0.34,0.27,0.25,0.23,0.30,0.25,0.26,0.10,0.06,0.16,0.04
194.25,0.30,0.34,0.17,0.25,0.23,0.30,0.25,0.26,0.10,0.06,0.16,0.14
194.5,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.10,0.16,0.16,0.04
194.75,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.14
195,0.30,0.34,0.17,0.25,0.23,0.30,0.15,0.26,0.20,0.06,0.16,0.14
195.25,0.30,0.34,0.17,0.25,0.23,0.30,0.15,0.26,0.10,0.06,0.16,0.14
195.5,0.30,0.24,0.17,0.15,0.23,0.20,0.15,0.26,0.20,0.16,0.16,0.14
195.75,0.30,0.34,0.17,0.25,0.23,0.30,0.25,0.26,0.10,0.06,0.16,0.14
196,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.14
196.25,0.30,0.34,0.17,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.14
196.5,0.20,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.10,0.06,0.16,0.14
196.75,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.10,0.06,0.16,0.04
197,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.10,0.06,0.16,0.14
197.25,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.10,0.16,0.16,0.14
197.5,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.16,0.10,0.06,0.16,0.14
197.75,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.10,0.06,0.16,0.14
198,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.04
198.25,0.30,0.34,0.27,0.25,0.23,0.30,0.15,0.26,0.10,0.06,0.16,0.04
198.5,0.20,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.04
198.75,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.04
199,0.30,0.34,0.27,0.25,0.23,0.20,0.15,0.26,0.10,0.06,0.16,0.14
199.25,0.20,0.34,0.27,0.25,0.33,0.20,0.15,0.26,0.10,0.06,0.16,0.04
199.5,0.30,0.34,0.27,0.25,0.33,0.30,0.15,0.26,0.20,0.06,0.16,0.14
199.75,0.30,0.34,0.27,0.25,0.33,0.20,0.15,0.26,0.20,0.06,0.16,0.04
